kelime_1,kelime_2,iliski_turu
yapıcı,olumlu,yönlendirme
yapılmak,çıkmak,anlam içi
yapım,özümleme,yönlendirme
yapım,prodüksiyon,anlam içi
yapımcı,prodüktör,anlam içi
yapımcı,programcı,anlam içi
yapım eki,gör-üş-mek,anlam içi
yapım eki,dön-üş-tür-mek vb,anlam içi
yapıntı,tasni,anlam içi
yapısal,strüktürel,anlam içi
yapısal,konstrüktif,anlam içi
yapısalcı,strüktüralist,anlam içi
yapısalcılık,strüktüralizm,anlam içi
yapısalcılık,yapısal dil bilimi,anlam içi
yapışkan,lüzucetli,anlam içi
yapışkan,yapıştırıcı,yönlendirme
yapı bilgisi,biçim bilgisi,yönlendirme
yapma,"yapmacık, sahici karşıtı",yönlendirme
yapmacık,yapma,anlam içi
yapmacık,sahte,anlam içi
yapmacık,suni,anlam içi
yapmacık,zahirî,anlam içi
yapmacık,sofistike,anlam içi
yapmacıksız,samimi,anlam içi
yapmak,uygulamak,anlam içi
yapmak,ifa etmek,anlam içi
yapmak,üretmek,yönlendirme
yapmak,olmak,yönlendirme
yapma gübre,suni gübre,yönlendirme
yapma uydu,suni peyk,anlam içi
yapracık,yaprakçık,yönlendirme
yaprak,varak,anlam içi
yaprak kurdu,yaprak böceği,yönlendirme
yaprak sarması,sarma,yönlendirme
yaprak sigarası,puro,anlam içi
yaprak sigarası,sigar,anlam içi
yaptırım,müeyyide,anlam içi
yar,uçurum,yönlendirme
yara,ülser,anlam içi
yaradılış,tıynet,anlam içi
yaradılıştan,anadan doğma,anlam içi
yaradılıştan,taban,anlam içi
yaradılıştan,maderzat,anlam içi
yarak,silah,yönlendirme
yaramazlaşmak,yaramaz olmak,anlam içi
yararcı,pragmatik,anlam içi
yararcılık,pragmacılık,anlam içi
yararcılık,pragmatiklik,anlam içi
yararcılık,pragmatizm,anlam içi
yararlandırılma,faydalandırılma,anlam içi
yararlandırılmak,faydalandırılmak,anlam içi
yararlandırma,faydalandırma,anlam içi
yararlandırmak,faydalandırmak,anlam içi
yararlanılabilme,faydalanılabilme,anlam içi
yararlanılabilmek,faydalanılabilmek,anlam içi
yararlanılma,faydalanılma,anlam içi
yararlanılmak,faydalanılmak,anlam içi
yararlanış,faydalanış,anlam içi
yararlanmak,istifade etmek,anlam içi
yararlanmak,uçlanmak,anlam içi
yararlı,yarayışlı,anlam içi
yararlı,istifadeli,anlam içi
yararlı,nafi,anlam içi
yararlı,müfit,anlam içi
yararlık,yararlılık,yönlendirme
yararsız,yarayışsız,anlam içi
yararsız,istifadesiz,anlam içi
yararsız,nafile,anlam içi
yararsızlık,faydasızlık,anlam içi
yararsızlık,yarayışsızlık,anlam içi
yararsızlık,nafilelik,anlam içi
yarasa,vatvat (Vespertilio),anlam içi
yaraşık,yaraşma,yönlendirme
yaraştırma,tensip,anlam içi
yaraştırmak,tensip etmek,anlam içi
yaratı,yaratım,yönlendirme
yaratıcı,kreatif,anlam içi
yarayışlılık,yararlılık,yönlendirme
yara bere,ezik,anlam içi
yardımcı doçent,doktor öğretim üyesi,yönlendirme
yardımcı eylem,yardımcı fiil,yönlendirme
yardımcı fiil,yardımcı eylem: arz etmek,anlam içi
yardımcı fiil,naz eylemek,anlam içi
yardımcı fiil,namaz kılmak,anlam içi
yardımcı fiil,adam olmak,anlam içi
yardımcı fiil,söylemiş olmak vb,anlam içi
yardımcı hakem,yan hakem,anlam içi
yardımcı hakem,yan yargıcı,anlam içi
yardımcı hakem,yardımcı yargıcı,anlam içi
yardımcı hakemlik,yardımcı yargıcılık,anlam içi
yardımcı ünlü,bağlayıcı ünlü,yönlendirme
yardımcı ünsüz,bağlayıcı ünsüz,yönlendirme
yardımlaşma,teavün,anlam içi
yargılama,anlık,yönlendirme
yargılama gideri,dava gideri,yönlendirme
yargılama usulü,yargı usulü,anlam içi
yargı çevresi,yargı alanı,anlam içi
yargı erki,yargı gücü,yönlendirme
yarı,nısıf,anlam içi
yarı,nim,anlam içi
yarı,devre arası,yönlendirme
yarıcı,ortakçı,yönlendirme
yarıcılık,ortakçılık,yönlendirme
yarıçap,nısıf kutur,anlam içi
yarılmak,patlamak,anlam içi
yarımlık,yarım altın,yönlendirme
yarımlık,ata yarımlık,yönlendirme
yarımlık,kasık fıtığı,yönlendirme
yarım ağızla,yarım ağız,anlam içi
yarım ayak,gömme ayak,anlam içi
yarım baş ağrısı,yarımca,anlam içi
yarım kafiye,yarım uyak,anlam içi
yarım yamalak,üstünkörü,yönlendirme
yarış,yarışma,yönlendirme
yarış,rekabet,yönlendirme
yarışçı,müsabık,anlam içi
yarışım,yarışma,yönlendirme
yarışımcı,yarışmacı,yönlendirme
yarışlık,pist,yönlendirme
yarışma,müsabaka,anlam içi
yarışma,rekabet,yönlendirme
yarışmacı,müsabık,anlam içi
yarışmak,rekabet etmek,anlam içi
yarış arabası,yarış otomobili,anlam içi
yarıyıl,sömestir,anlam içi
yarıyıl sonu imtihanı,yarıyıl sonu sınavı,yönlendirme
yarı alan,yarı saha,anlam içi
yarı asalak,yarım asalak,yönlendirme
yarı final,yarı son,anlam içi
yarı küre,yarım küre,yönlendirme
yarlıgamak,mağfiret etmek,anlam içi
yarma çorbası,yarma aşı,anlam içi
yarma saldırısı,yarma harekâtı,yönlendirme
yarma taarruzu,yarma harekâtı,yönlendirme
yasaklamak,yasak etmek,anlam içi
yasaklı yayın,yasak yayın,yönlendirme
yasal,legal,anlam içi
yasallık,kanunilik,anlam içi
yasallık ilkesi,kanunilik ilkesi,anlam içi
yasama,teşri,anlam içi
yasamalı,teşrii,anlam içi
yasama dokunulmazlığı,milletvekili dokunulmazlığı,anlam içi
yasama dokunulmazlığı,teşrii masuniyet,anlam içi
yasama gücü,yasama hakkı,anlam içi
yasama gücü,yasama yetkisi,anlam içi
yasama gücü,yasama kuvveti,anlam içi
yasama gücü,teşrii kuvvet,anlam içi
yasama gücü,teşri kuvveti,anlam içi
yasama kurulu,parlamento,yönlendirme
yasama meclisi,parlamento,yönlendirme
yasama organı,parlamento,yönlendirme
yasa dışılık,kanun dışılık,anlam içi
yasa dışılık,gayrikanunilik,anlam içi
yasa koyucu,vazııkanun,anlam içi
yasa önerisi,yasa teklifi,yönlendirme
yasa tasarısı,kanun layihası,anlam içi
yasemin,Mısır yasemini (Jasminum),anlam içi
yaslama,yastama,anlam içi
yaslamak,yastamak,anlam içi
yaslılık,matemlilik,anlam içi
yassı,piyata,anlam içi
yassılanma,yassılaşma,yönlendirme
yassılanmak,yassılaşmak,yönlendirme
yassılma,yassılaşma,yönlendirme
yassılmak,yassılaşmak,yönlendirme
yassıltma,yassılaştırma,yönlendirme
yassıltmak,yassılaştırmak,yönlendirme
yaş,sin,anlam içi
yaş,"ıslak, kuru (I) karşıtı",yönlendirme
yaş,taze,anlam içi
yaş,zor,yönlendirme
yaşa,yaşasın,anlam içi
yaşa,ole,anlam içi
yaşa,oley,anlam içi
yaşam,ömür,anlam içi
yaşama çabası,yaşam savaşı,anlam içi
yaşama çabası,yaşama savaşı,anlam içi
yaşama çabası,yaşama uğraşısı,anlam içi
yaşam biçimi,hayat tarzı,yönlendirme
yaşam düzeyi,hayat düzeyi,anlam içi
yaşam düzeyi,hayat seviyesi,anlam içi
yaşam felsefesi,hayat felsefesi,yönlendirme
yaşam koşulları,hayat şartları,yönlendirme
yaşam öyküsü,öz geçmiş,yönlendirme
yaşasın,"yaşa, kahrolsun karşıtı",yönlendirme
yaşın yaşın,gizli gizli,yönlendirme
yaşlanma,moruklama,anlam içi
yaşlanmak,moruklamak,anlam içi
yaşlı,ak saçlı,anlam içi
yaşlı,ihtiyar,anlam içi
yaşlılık bilimi,gerontoloji,anlam içi
yataklı,yataklı vagon,yönlendirme
yataklık,karyola,anlam içi
yatar koltuk,pulman,yönlendirme
yatay,ufki,anlam içi
yatık yazı,eğik yazı,yönlendirme
yatırım,plasman,anlam içi
yatırmak,uyutmak,yönlendirme
yatışmak,sakinleşmek,yönlendirme
yatıştırıcı,sakinleştirici,yönlendirme
yatıştırmak,sakinleştirmek,yönlendirme
yatkın,yatık,yönlendirme
yatkınlık,mümarese,anlam içi
yatsı,yatsı ezanı,yönlendirme
yatsı,yatsı namazı,yönlendirme
yavan,katıksız,yönlendirme
yavaş,çabuk karşıtı,anlam içi
yavaş,ağır aksak,anlam içi
yavaşça,usulca,anlam içi
yavaşça,usulcana,anlam içi
yavaşça,usuldan,anlam içi
yavaşçacık,usulcacık,yönlendirme
yavaşlama,ahesteleşme,anlam içi
yavaşlamak,ahesteleşmek,anlam içi
yavaş yavaş,fıstıki makamla,anlam içi
yavaş yavaş,öyle öyle,anlam içi
yavaş yavaş,perde perde,anlam içi
yavaş yavaş,ufak ufak,anlam içi
yavaş yavaş,usul usul,anlam içi
yaver,yardımcı,yönlendirme
yavru,kuzu,anlam içi
yavrucağız,yavrucak,yönlendirme
yavrucak,yavrucuk,anlam içi
yavru kapı,kuzu kapı,yönlendirme
yavşan,yavşan otu,yönlendirme
yavşan otu,yavşan (Artemisia),anlam içi
yavuklama,nişanlama,yönlendirme
yavuklamak,nişanlamak,yönlendirme
yavuklanma,nişanlanma,yönlendirme
yavuklanmak,nişanlanmak,yönlendirme
yavuklu,nişanlı,yönlendirme
yavuklu,sözlü,yönlendirme
yavuklu,sevgili,yönlendirme
yavuz,iyi,yönlendirme
yavuzlanmak,kabadayılaşmak,yönlendirme
yavuzlaşmak,kabadayılaşmak,yönlendirme
Yay,Yay Burcu,yönlendirme
yay,zemberek,yönlendirme
yaya,piyade,anlam içi
yaya,yayan,yönlendirme
yayan,tabanvay,anlam içi
yaya kaldırımı,kaldırım,anlam içi
yaya kaldırımı,tretuvar,anlam içi
yayçizer,pergel,yönlendirme
yaygaracı,vayvaycı,anlam içi
yaygaracılık,vayvaycılık,anlam içi
yaygaracılık,şirretlik,yönlendirme
yaygı,savan,anlam içi
yayılma,intişar,anlam içi
yayılma,tevessü,anlam içi
yayılma,metastaz,anlam içi
yayılmak,serilmek,yönlendirme
yayılmak,otlamak,yönlendirme
yayılmak,serpilmek,anlam içi
yayım,neşir,anlam içi
yayımcı,naşir,anlam içi
yayımcı,tabi,anlam içi
yayımcılık,naşirlik,anlam içi
yayımcılık,tabilik,anlam içi
yayımlamak,neşretmek,anlam içi
yayımlanma,neşredilme,anlam içi
yayımlanma,neşrolunma,anlam içi
yayımlanmak,neşredilmek,anlam içi
yayımlanmak,neşrolunmak,anlam içi
yayın,neşriyat,anlam içi
yayın,yapıt,anlam içi
yayın,program,anlam içi
yayınım,yayınma,yönlendirme
yayınispi,nispet eki,yönlendirme
yayınlamak,yayımlamak,yönlendirme
yayla,yaylak,anlam içi
yayla,plato,anlam içi
yaylak,otlak,yönlendirme
yayla çiçeği,ölmez çiçek,yönlendirme
yayla gülü,ölmez çiçek,yönlendirme
yayla salatası,yeşil salata,yönlendirme
yayla yavşanı,tüylü dalak otu,yönlendirme
yaylı,yaylı araba,anlam içi
yaylım,otlak,yönlendirme
yaylım ateşi,salvo,anlam içi
yaylı sazlar,yaylı çalgılar,anlam içi
yayma,tevsi,anlam içi
yaymak,yazmak,anlam içi
yaymak,vermek,anlam içi
yay ayraç,mutariza “( )”,anlam içi
yazanak,rapor,yönlendirme
yazar,kalem erbabı,anlam içi
yazar,musannif,anlam içi
yazar,müellif,anlam içi
yazar,kalem,anlam içi
yazar,yazıcı,anlam içi
yazar,muharrir,anlam içi
yazarlık,muharrirlik,anlam içi
yazar hakkı,telif hakkı,yönlendirme
yazdırmak,kaydettirmek,yönlendirme
yazgı,yazı,anlam içi
yazgı,kader,anlam içi
yazgı,ezelî takdir,anlam içi
yazgı,kader çizgisi,anlam içi
yazgı,mukadderat,anlam içi
yazgı,takdiriilahi,anlam içi
yazgı,tecelli,anlam içi
yazgıcı,kaderci,anlam içi
yazgıcılık,kadercilik,anlam içi
yazı,makale,yönlendirme
yazı,ova,yönlendirme
yazıhane,yazı masası,yönlendirme
yazıklanma,teessüf,anlam içi
yazıklanmak,teessüf etmek,anlam içi
yazılı,muharrer,anlam içi
yazılı,sözlü karşıtı,anlam içi
yazılı,yazılı sınav,yönlendirme
yazılı,nominal,anlam içi
yazılım dizgesi,yazılım sistemi,yönlendirme
yazılı imtihan,yazılı sınav,yönlendirme
yazılı sınav,yazılı yoklama,anlam içi
yazılma,kaydolma,anlam içi
yazılmak,kaydolmak,anlam içi
yazım,imla,anlam içi
yazın bilimci,edebiyat bilimci,yönlendirme
yazın dili,edebî dil,yönlendirme
yazışma,muhabere,anlam içi
yazı karakteri,font,anlam içi
yazı kurulu,tahrir heyeti,anlam içi
yazma,tahrir,anlam içi
yazma,yazma nüsha,anlam içi
yazma,kabakulak,yönlendirme
yazmak,kaydetmek,yönlendirme
yazman,sekreter,yönlendirme
yazmanlık,sekreterlik,yönlendirme
Yaz Dönencesi,Yengeç Dönencesi,yönlendirme
yedek,redif,yönlendirme
yedek akçe,ihtiyat akçesi,anlam içi
yedek lastik,yedek teker,anlam içi
yedek lastik,stepne,anlam içi
Yedikızkardeş,Ülker,yönlendirme
yedinci sanat,sinema,yönlendirme
yedi göbek,yedi cet,anlam içi
yegâne,tek,yönlendirme
yeğ,müreccah,anlam içi
yeğin,şiddetli,yönlendirme
yeğin,üstün,yönlendirme
yeğinlik,şiddet,yönlendirme
yeğleme,tercih,anlam içi
yeğlemek,yeğ tutmak,anlam içi
yeğlemek,tercih etmek,anlam içi
yeğlik,rüçhan,anlam içi
yekdiğeri,ötekisi,yönlendirme
yeknesak,tekdüze,yönlendirme
yeknesaklık,tekdüzelik,yönlendirme
yekten,durup dururken,yönlendirme
yekûn,toplam,yönlendirme
yel,rüzgâr,yönlendirme
yele,perçem,anlam içi
yelek,telek,yönlendirme
yeleli kurt,sırtlan,yönlendirme
yelken,yelkenli,yönlendirme
yelken kulak,yelken kulaklı,yönlendirme
yelkesen,yelkıran,anlam içi
yelkesen,rüzgârlık,anlam içi
yellenme,kavara,anlam içi
yellenme,osuruk,anlam içi
yellenme,zarta,anlam içi
yellenmek,osurmak,anlam içi
yelli,rüzgârlı,yönlendirme
yellim yepelek,yel yeperek,yönlendirme
yelölçer,rüzgârölçer,anlam içi
yelpik,nefes darlığı,yönlendirme
yelve,florya,yönlendirme
yel yeperek,yel yepelek,anlam içi
yem,yeygi,anlam içi
yem,rüşvet,yönlendirme
yemek,taam,anlam içi
yemek,lokma,anlam içi
yemek,manca,anlam içi
yemek,kemirmek,yönlendirme
yemekaltı,ordövr,anlam içi
yemek odası,yemek salonu,anlam içi
yemek odası,salamanje,anlam içi
yemeni,kalavra,anlam içi
yeminli mali müşavir,yeminli muhasebeci,anlam içi
yeminli mali müşavirlik,yeminli muhasebecilik,anlam içi
yemlik,rüşvet,yönlendirme
Yengeç,Yengeç Burcu,yönlendirme
yengeç,seretan,anlam içi
yengi,zafer,anlam içi
yeni,eski karşıtı,anlam içi
yeniden kurma,rekonstrüksiyon,anlam içi
yeniden tasarımlama,restitüsyon,anlam içi
yenidoğan servisi,yenidoğan ünitesi,yönlendirme
yenidünya,Malta eriği,anlam içi
yenik,mağlup,anlam içi
yenileme,restorasyon,anlam içi
yenilgi,mağlubiyet,anlam içi
yenilik,teceddüt,anlam içi
yenilik,yenileşim,yönlendirme
yenilikçi,ceditçi,anlam içi
yenilikçilik,ceditçilik,anlam içi
yenilmek,kaybetmek,anlam içi
yenilmek,mağlup olmak,anlam içi
yenilmek,alt olmak,anlam içi
yenilmek,sırtı yere gelmek,anlam içi
yeni baştan,bir daha,anlam içi
yeni baştan,yeniden,anlam içi
yeni baştan,tekrar,anlam içi
Yeni Dünya aslanı,puma,yönlendirme
yeni Platoncu,yeni Eflatuncu,anlam içi
yeni Platonculuk,yeni Eflatunculuk,anlam içi
yeni Platonculuk,neoplatonizm,anlam içi
yeni sene,yeni yıl,yönlendirme
yeni yazı,yeni Türk harfleri,yönlendirme
yenmek,utmak,anlam içi
yepelek,narin,yönlendirme
yepyeni,tertemiz,yönlendirme
yer,mahal,anlam içi
yer,ülke,yönlendirme
yer,önem,yönlendirme
yer,nokta,anlam içi
yer,yerküre,yönlendirme
yerdegezen,yılan,yönlendirme
yerden bitme,yerden yapma,anlam içi
yerden bitme,türedi,yönlendirme
yerden selam,yerden temenna,anlam içi
yeregeçen,havuç,yönlendirme
yerel,yöresel,yönlendirme
yerel,lokal,anlam içi
yerelleşme,yöreselleşme,anlam içi
yerelleşme,mahallîleşme,anlam içi
yerelleşmek,yöreselleşmek,anlam içi
yerelleşmek,mahallîleşmek,anlam içi
yerelleştirme,yöreselleştirme,anlam içi
yerelleştirmek,yöreselleştirmek,anlam içi
yerel ağ,iç ağ,anlam içi
yerel yönetim,mahallî idare,anlam içi
yereşeği,makaslı böcek,yönlendirme
yere doğrulum,yere yönelim,yönlendirme
yergi,satir,anlam içi
yergici,taşlamacı,anlam içi
yerinde,münasip,anlam içi
yerinmek,üzülmek,yönlendirme
yerküre,yer yuvarı,anlam içi
yerküre,yer yuvarlağı,anlam içi
yerleşik,mütemekkin,anlam içi
yerleşim belgesi,ikametgâh belgesi,anlam içi
yerleşim belgesi,ikametgâh senedi,anlam içi
yerleştirilmek,vazedilmek,anlam içi
yerli,otokton,anlam içi
yerli yersiz,münasebetli münasebetsiz,anlam içi
yerli yersiz,ölçüsüz,anlam içi
yerli yersiz,ulu orta,yönlendirme
yerme,zem,anlam içi
yerme,zemmetme,anlam içi
yermek,zemmetmek,anlam içi
yermeli,pejoratif,yönlendirme
yermerkezcilik,yer özekçilik,anlam içi
yer adı bilimi,toponimi,anlam içi
yer belirteci,yer zarfı,yönlendirme
yer çamı,yer servisi (Ajuga chamaepitys),anlam içi
yer çekimi,arz cazibesi,anlam içi
yer çöküntüsü,çöküntü hendeği,yönlendirme
yer değiştirme,tebdilimekân,anlam içi
yer değiştirme,rotasyon,anlam içi
yer değiştirme,göçüşme,yönlendirme
yer fesleğeni,yaban fesleğeni (Mercurialis),anlam içi
yer fıstığı,araşit (Arachis hypogaea),anlam içi
yer kabuğu,yeryüzü,anlam içi
yer merkezli,yermerkezci,yönlendirme
yer mumu,ozokerit,anlam içi
yer özekçil,yermerkezci,yönlendirme
yer pırasası,aslankuyruğu,yönlendirme
yer servisi,yer çamı,yönlendirme
yer yağı,petrol,yönlendirme
yeşermek,yeşillenmek,anlam içi
yeşilbağa,yaprak kurbağası,anlam içi
yeşilimtırak,yeşilimsi,yönlendirme
yeşillenmek,zümrütlenmek,anlam içi
yeşilsazan,tatlısu kayası,yönlendirme
yeşil pasaport,hususi pasaport,yönlendirme
yeşil saha,yeşil alan,yönlendirme
yeteneklilik,istidatlılık,anlam içi
yeteneklilik,kabiliyetlilik,anlam içi
yeteneksizlik,istidatsızlık,anlam içi
yeterince,kararında,anlam içi
yeterince,olabildiğince,anlam içi
yeterlik,yeterlilik,yönlendirme
yeterlik fiili,iktidari fiil,anlam içi
yeterlik sınavı,yeterlilik sınavı,anlam içi
yeterlilik,liyakat,anlam içi
yetersizlik,yoksulluk,anlam içi
yeter sayı,nisap,anlam içi
yeti,kuvve,anlam içi
yetimlik,babasızlık,anlam içi
yetinmek,kanaat etmek,anlam içi
yetinmek,iktifa etmek,anlam içi
yetinmek,kanmak,anlam içi
yetişek,program,yönlendirme
yetişim,pedagojik formasyon,yönlendirme
yetiştirici,üretici,yönlendirme
yetke,otorite,yönlendirme
yetke,sulta,anlam içi
yetke,velayet,anlam içi
yetkeli,otoriteli,yönlendirme
yetki,salahiyet,anlam içi
yetkilendirim,otorizasyon,anlam içi
yetkili,salahiyetli,anlam içi
yetkili,salahiyettar,anlam içi
yetkin,olgun,yönlendirme
yetkinlik,olgunluk,yönlendirme
yetkisiz,salahiyetsiz,anlam içi
yetkisizlik,salahiyetsizlik,anlam içi
yetmemezlik,yetmezlik,yönlendirme
yezit,sahtekâr,yönlendirme
yığılışmak,toplanmak,anlam içi
yığılma,tahaşşüt,anlam içi
yığın,tınaz,anlam içi
yığınak,tecemmu,anlam içi
yığınak,tahaşşüt,anlam içi
yıkama,yuma,anlam içi
yıkamak,yumak,anlam içi
yıkamak,sövmek,yönlendirme
yıkanmak,yunmak,anlam içi
yıkıcı,yıkmacı,yönlendirme
yıkıcı,katastrofik,anlam içi
yıkılma,yıkıntı,anlam içi
yıkılmak,yüklenmek,yönlendirme
yıkım,yadımlama,yönlendirme
yıkıntı,virane,yönlendirme
yıkmak,tahrip etmek,anlam içi
yıl,sene,anlam içi
yılan,uzun hayvan,anlam içi
yılan gömleği,yılan kavı,anlam içi
yılan taşı,serpantin,anlam içi
Yıldırak,Süheyl,yönlendirme
yıldırak,şimşek,yönlendirme
yıldırama,parıldama,yönlendirme
yıldıramak,parıldamak,yönlendirme
yıldırım,saika,anlam içi
yıldırımkıran,yıldırımsavar,yönlendirme
yıldırımlık,yıldırımsavar,yönlendirme
yıldırımsavar,yıldırım siperi,anlam içi
yıldırımsavar,paratoner,anlam içi
yıldırımsavar,siperisaika,anlam içi
yıldır yıldır,pırıl pırıl,yönlendirme
yıldız,star,anlam içi
yıldız,kuzey,anlam içi
yıldızımsı,yıldızsı,yönlendirme
yıldız çiçeği,dalya (II) (Dahlia),anlam içi
yıldız falcılığı,müneccimlik,anlam içi
yıldız falcısı,müneccim,anlam içi
yıldız haritası,doğum haritası,anlam içi
yıldız haritası,horoskop,anlam içi
yıldız kurdu,ateş böceği,yönlendirme
yıldız yeli,yıldız rüzgârı,yönlendirme
yılışık,yıvışık,anlam içi
yıllarca,senelerce,anlam içi
yıllık,senelik,anlam içi
yıllık,senevi,anlam içi
yıllık,salname,anlam içi
yıllıkçı,yıllıklı,yönlendirme
yıl dönümü,seneidevriye,anlam içi
yıpranma payı,aşınma payı,anlam içi
yırlama,ırlama,yönlendirme
yırlamak,ırlamak,yönlendirme
yırtıcı,müfteris,anlam içi
yırtıcı hayvan,yabani hayvan,yönlendirme
yırtık,yırtılmış,anlam içi
yırtıklık,utanmazlık,yönlendirme
yiğit,celadetli,anlam içi
yiğit,yağız,anlam içi
yiğit,taşaklı,yönlendirme
yiğitlenme,yiğitleşme,yönlendirme
yiğitlenmek,yiğitleşmek,yönlendirme
yiğitlik,mürüvvet,anlam içi
yiğitlik,şecaat,anlam içi
yilbik,sara,yönlendirme
yineleme,tekrarlama,yönlendirme
yinelemek,tekrarlamak,yönlendirme
yinelemeli,tekrarlı,yönlendirme
yineleniş,tekrarlanış,yönlendirme
yinelenme,tekrarlanma,yönlendirme
yinelenmek,tekrarlanmak,yönlendirme
yineletme,tekrarlatma,yönlendirme
yineletmek,tekrarlatmak,yönlendirme
yineleyiş,tekrarlayış,yönlendirme
yirik,yarık,yönlendirme
