madde,anlam,lisan,telaffuz
sırtarmak,"Açıkta kalarak görünmek | Diklenmek, karşı koymak | Karşı koymaya hazırlanmak",,
sırtlamak,"Birini veya bir şeyi sırtına alıp yüklenmek; arkalamak | Birinin, bir şeyin sorumluluğunu, yükünü veya geçimini üzerine almak",,
sırtlanmak,"Sırtlamak işi yapılmak | Sorumluluk almak, üstüne almak",,
sırtlayabilmek,Sırtlama ihtimali veya imkânı bulunmak | Sırtlamaya gücü yetmek,,
sıskalaşmak,Sıska duruma gelmek; cılızlaşmak,,
sıtmalanmak,Sıtmaya tutulmak,,
sıvamak,"Duvar vb. bir yeri sıva kullanarak kaplamak, sıva vurmak, sıva yapmak; sıvalamak | Harcı bir yere vurmak | Bir şeyi, üzerine başka bir şey sürerek veya döşeyerek tamamen kaplamak | Okşamak, sıvazlamak | Arka arkaya küfürlü sözler söylemek",,
sıvamak,"Kolu, paçayı yukarı çekip toplamak veya kıvırmak",,
sıvanabilmek,Sıvanma ihtimali veya imkânı bulunmak,,
sıvanmak,Sıvamak (I) işi yapılmak,,
sıvanmak,Bir işe girişmek | Sıvamak (II) işi yapılmak | İştahla yemek,,
sıvaşmak,Sıvık veya sıvışık bir duruma gelmek,,
sıvaştırmak,Sıvık veya sıvışık duruma getirmek,,
sıvatmak,Sıvama işini yaptırmak,,
sıvazlamak,"Bir şeyin üstünde yavaş yavaş, hafifçe el gezdirmek",,
sıvazlanmak,Sıvazlamak işi yapılmak,,
sıvazlatmak,Sıvazlama işini yaptırmak,,
sıvıklaştırmak,Sıvık duruma getirmek,,
sıvılaşmak,Sıvı durumuna gelmek,,
sıvılaştırılmak,Sıvı duruma getirilmek,,
sıvılaştırmak,Bir gazı sıvı durumuna dönüştürmek [fizik],,
sıvındırmak,"Bir gazın veya buharın sıcaklık derecesini düşürmek, basıncını artırmak yoluyla onu sıvı durumuna getirmek [fizik]",,
sıvınmak,Gaz veya buhar durumundan sıvı durumuna geçmek [fizik],,
sıvışabilmek,Sıvışma ihtimali veya imkânı bulunmak,,
sıvışmak,Haber vermeden sessizce gidivermek; tüymek,,
sıyırabilmek,Sıyırma ihtimali veya imkânı bulunmak | Sıyırma becerisi bulunmak,,
sıyırıvermek,Ansızın veya çabucak sıyırmak,,sıyırı'vermek
sıyırmak,"Hızla sürtünerek veya dokunarak geçen bir şey geçtiği yüzeyden küçük bir parça koparmak, soymak veya o yüzeyin üzerini hafifçe çizmek, yırtmak | Sürtünerek veya çekerek bir şeyi yerinden almak, kaldırmak | Bir şeyin üstündeki örtüyü çekerek almak veya açmak | Kılıfında veya kınında bulunan tabanca, kılıç vb.ni çekerek çıkarmak | Kazıyarak, silerek üzerinde veya içinde hiçbir şey bırakmamak | Hafifçe dokunarak geçmek | Akıl sağlığını kaybetmiş olmak | Çekip kurtarmak",,
sıyırtmak,Sıyırma işini yaptırmak,,
sıyrılabilmek,Sıyrılma ihtimali veya imkânı bulunmak,,
sıyrılmak,"Sıyırma işine konu olmak | Bir yerden veya bir durumdan çıkmak, kurtulmak",,
sızabilmek,Sızma ihtimali veya imkânı bulunmak,,
sızdırabilmek,Sızdırma ihtimali veya imkânı bulunmak,,
sızdırılmak,Sızdırma işi yapılmak,,
sızdırmak,"Azar azar akıtmak; sızırmak | Sızmasına yol açmak, sarhoş edip uyutmak | Haber, sır vb.ni duyurmak, yaymak | Bal, yağ vb.ni eritip süzerek temiz bir duruma getirmek; sızırmak | Gizlice sokmak",,
sızılmak,Sızma işi yapılmak,,
sızıvermek,Çabucak sızmak,,sızı'vermek
sızlamak,Hafifçe ağrımak,,
sızlanmak,"Kendine yapılan bir haksızlığı, kendisini tedirgin eden bir durumu, çare bulması veya sadece sıkıntısına ortak olması için karşısındakine anlatmak; yakınmak (II), şikâyet etmek, şekva etmek, tazallüm etmek",,
sızlatmak,Sızlamasına sebep olmak,,
sızmak,"İnce aralıklardan veya gözeneklerden az miktarda ve belli olmadan yavaş yavaş akmak, çıkmak | Gizli tutulan haber, sır vb. şeyler duyulmak, yayılmak | Herhangi bir topluluğu, bir örgütü yolundan saptırmak için gizlice arasına girmek | Gizlice, haber vermeden gitmek, sıvışmak | İçki, yorgunluk vb. sebeplerle kendinden geçerek uyuyakalmak | Düşman mevzileri arasına gizlice girmek ve ilerlemek [askerlik]",,
sifonlamak,Sifonu çekmek,,
siftahlamak,Bir şeyi ilk kez satmak; siftah etmek | Turfanda bir şeyi ilk kez yemek,,
siftinmek,"Oyalanmak, vakit geçirmek | Bir yere sürtünerek kaşınmak",,
sigortalamak,Sigorta yapmak | Bir şeyi güven altına almak,,
sigortalanmak,Sigortalama işi yapılmak,,
sigortalatmak,Sigortalama işini yaptırmak,,
sikkelemek,"Hayvanları sikkeye bağlamak | Damgalatmak, mühürletmek",,
siklememek,"Değer ve önem vermemek, aldırış etmemek",,
sikmek,Erkek biriyle cinsel ilişkide bulunmak; bellemek (III),,
siktirmek,Defolup gitmek,,
silahlama,Silahlamak işi,,
silahlamak,Silahlı duruma getirmek,,
silahlandırılmak,Silahlandırma işine konu olmak,,
silahlandırmak,Silahlı duruma getirmek,,
silahlanmak,Silahlı duruma gelmek,,
silahsızlandırmak,"Silahsızlanmasına sebep olmak, silahsızlanmasını sağlamak, silahlarını bıraktırmak",,
silahsızlanmak,Silahlanmaktan vazgeçmek,,
sildirebilmek,Sildirme ihtimali veya imkânı bulunmak | Sildirmeye gücü yetmek,,
sildirilmek,Silme işi yaptırılmak,,
sildirmek,Silme işini yaptırmak,,
sildirtmek,Sildirme işini yaptırmak,,
silebilmek,Silme ihtimali veya imkânı bulunmak | Silmeyi becermek,,
silikatlamak,"Kireç, taş, tahta vb. maddeleri sertleştirmek üzere silikata batırmak",,
silikleşmek,Silik duruma gelmek,,
silikleştirmek,Silik duruma getirmek,,
silinebilmek,Silinme ihtimali veya imkânı bulunmak,,
silinmek,"Silme işine konu olmak | Kendi kendini silmek | Birden yok olmak, gözden kaybolmak",,
silivermek,Çabucak silmek,,sili'vermek
silkelemek,"Üstündeki şeyleri düşürmek, kaydırmak için bir şeyi üst üste, birden silkmek | Kuvvetle sarsmak | Sarsmak, etkilemek | Yük olan, yük sayılan birinin geçim ve sorumluluğunu üstünden atmak",,
silkelenebilmek,Silkelenme ihtimali veya imkânı bulunmak,,
silkelenmek,Silkeleme işine konu olmak,,
silkeleyebilmek,Silkeleme ihtimali veya imkânı bulunmak | Silkelemeye gücü yetmek,,
silkilmek,Silkme işi yapılmak,,
silkindirmek,Silkinmesini sağlamak,,
silkinebilmek,Silkinme ihtimali veya imkânı bulunmak,,
silkinmek,"Üstünü silkmek | Ani bir hareketle, korkuyla vücudu sarsılmak; silkelenmek | Bir şeyi üstünden atmak, ondan kurtulmak",,
silkmek,"Üstündeki şeyleri düşürmek veya temizlemek için bir şeyi kuvvetle sallamak, sarsmak | Ani bir hareketle sarsmak",,
silktirmek,Silkme işini yaptırmak,,
silmek,"Bir şeyin ıslaklığını gidererek kuru duruma getirmek | Üzerine genellikle bir bez sürterek tozlarını, kirlerini almak veya parlatmak | Bir yazı, çizgi vb.ni kazıyarak veya sürterek yok etmek | Tahta malzemeyi makineyle düzgün ve pürüzsüz hâle getirmek | Üzerini çizerek atmak, yok etmek | İlişkisini koparmak, yok saymak | Üstünlük göstererek o alanda üstün olanları ikinci plana atmak | Ortadan kaldırmak, yok etmek veya gidermek",,
silolamak,Tarım ürünlerini siloya koyup yığmak veya saklamak,,
simgelemek,Simge durumuna getirmek,,
simgeleşmek,Simge durumuna gelmek; sembolleşmek,,
simgeleştirilmek,Simgeleştirme işine konu olmak; sembolleştirilmek,,
simgeleştirmek,"Bir olayı, bir insan veya bir duyguyu sembollere başvurarak anlatmak; sembolleştirmek",,
sindirebilmek,Sindirme ihtimali veya imkânı bulunmak,,
sindirilebilmek,Sindirilme ihtimali veya imkânı bulunmak,,
sindirilmek,Sindirme işine konu olmak,,
sindirmek,"Sinmesini sağlamak veya sinmesine sebep olmak; pıstırmak, sındırmak | Yenilen besin maddesini sindirim sisteminde gereken değişikliklere uğratarak kana karışabilir bir duruma getirmek; hazmetmek | Kendine mal etmek, anlayışla karşılayıp benimsemek",,
sineklenmek,Sineği çoğalmak | Sineklerini kovmak,,
sinemalaştırmak,Sinema durumuna getirmek,,
sinirlemek,"Etin içindeki kas kirişlerini ve kalın zarları ayıklamak | Savaşlarda, hasmın altındaki atın art ayak kirişlerini kılıçla kesmek | Sindirmek, hazmetmek",,
sinirlendirmek,Sinirlenmesine sebep olmak,,
sinirlenebilmek,Sinirlenme ihtimali veya imkânı bulunmak,,
sinirlenmek,"Duygu ve davranışlarını denetleyemeyecek duruma gelmek; asabileşmek, feveran etmek",,
sinmek,"Kendini göstermemek için büzülerek saklanmak; pısmak, pusmak | Korku, yılgınlık vb. sebeplerle konuşmamak, hareket etmemek veya tepki göstermemek | Bir şeyin içine hiç çıkmayacak veya güç çıkacak biçimde işlemek, nüfuz etmek | Huy, alışkanlık vb. iyice yerleşmek",,
sinsileşmek,Sinsi duruma gelmek,,
siperlenmek,"Korunmak, saklanmak amacıyla bir yeri, bir şeyi kendine siper etmek veya siper altına, arkasına geçmek veya içine girmek",,
sirkelenmek,Birçok sirke türemek,,
sirkelenmek,İçine sirke konmak,,
sirkeleşmek,Sirke durumuna gelmek,,
sislemek,Serada bitkinin ihtiyacı olan nemi sağlamak ve ortam sıcaklığını düşürmek amacıyla küçük damlalar biçiminde su püskürtmek | Açık ve kapalı alanlarda bitkileri zararlı böceklerden korumak için sıvı ilaç püskürtmek | Düşman gözetlemesini ve hareket kabiliyetini önlemek amacıyla hedef etrafında kuvvetli bir duman perdesi oluşturmak [askerlik],,
sislendirmek,"Sislenmesine sebep olmak, sisli duruma getirmek",,
sislenmek,"Sisle kaplanmak, sise bürünmek",,
sistemleşmek,Sistemli duruma gelmek | Sistem durumuna gelmek,,
sistemleştirmek,Sistemli duruma getirmek | Sistem durumuna getirmek,,
sistirelemek,Düzgün bir yüzey elde etmek için tahta vb. şeyleri sistireden geçirmek,,
sivilleşmek,Sivil duruma gelmek,,
sivilleştirmek,Sivil duruma getirmek,,
sivrilebilmek,Sivrilme ihtimali veya imkânı bulunmak,,
sivrileşmek,Genel tutum veya geleneklerin dışında davranmak | Dikkat çekici sözler söylemek | Kırıcı sözler söylemek,,
sivrileştirmek,Sivri duruma getirmek,,
sivrilmek,Sivri duruma gelmek; sivrileşmek | Başkalarını geride bırakıp yükselmek veya ün kazanmak; temeyyüz etmek,,
sivriltmek,Sivri duruma getirmek,,
siyahlanmak,Siyah duruma gelmek,,
siyahlaşmak,Rengi siyaha dönmek,,
siyahlaştırmak,Siyahlaşma işini yaptırmak,,
siyahlatmak,Rengini siyaha çevirmek,,
siyanürlemek,Siyanürden geçirmek,,
siymek,"Kedi, köpek işemek",,
Slavlaşmak,Slavlara özgü yaşayış tarzını benimsemek,,
Slavlaştırmak,Slavlara özgü yaşayış tarzını benimsetmek,,
sloganlaşmak,Slogan durumuna gelmek,,
sloganlaştırmak,Slogan durumuna getirmek,,
sobelemek,Daha önce kararlaştırılmış yere ebeden önce ulaşıldığını “sobe” diyerek bildirmek,,
softalaşmak,"Bir görüşe, bir inanışa körü körüne bağlanmak, softa durumuna gelmek",,
soğanlamak,Soğan katmak,,
soğuklamak,"Üşüterek hastalanmak, soğuk almak | Donmak, soğuk vurmak",,
soğuklaşmak,"İlgisiz, isteksiz, soğuk davranmak | Bir şey sevimsiz bir durum almak",,
soğuklaştırmak,Soğuk duruma getirmek,,
soğulmak,Suyu veya sütü çekilerek pörsümek,,
soğumak,"Isısını hızla veya yavaş yavaş yitirerek soğuk duruma gelmek; soğuklaşmak | Birine veya bir şeye duyulan istek, sevgi ve ilgi kalmamak; soğuklaşmak",,
soğurmak,"Bir madde, bir sıvıyı içine çekmek | Soğurma yoluyla bir gazı içine almak; emmek, massetmek, absorbe etmek [fizik]",,
soğurulmak,"Soğurma işi yapılmak; soğrulmak, absorbe olmak",,
soğuşmak,"Toprak suyu içine çekip kabarmak, şişmek | Meyvenin suyu çekilmek",,
soğutabilmek,Soğutma ihtimali veya imkânı bulunmak | Soğutmaya gücü yetmek,,
soğutmak,"Soğumasını sağlamak, soğumasına sebep olmak | Herhangi bir durum, kişi, olay; birine, bir yere veya bir şeye karşı duyulan sevgi ve ilginin yok olmasına yol açmak; dondurmak",,
soğutulmak,Soğutma işine konu olmak,,
sokabilmek,Sokma ihtimali veya imkânı bulunmak,,
sokmak,"İçine veya arasına girmesini sağlamak; tıkmak | Bir yere girmesini sağlamak, içeri almak; tıkmak | Bıçak, çakı, iğne vb. batırmak, saplamak | Böcek, zehirli hayvan iğnesini batırmak veya ısırmak, zehirlemek | Yasak bir malı gizlice getirmek veya götürmek | Belli etmeden kötü bir malı vermek | Konuşma sırasında bir sözü, soruyu veya düşünceyi söyleyivermek | Dokunaklı, kırıcı veya acı söz söylemek",,
sokranmak,"Söylenmek, homurdanmak",,
sokturmak,Sokma işini yaptırmak,,
sokulabilmek,Sokulma ihtimali veya imkânı bulunmak,,
sokulmak,"Sokma işine konu olmak | Yanaşmak, yaklaşmak",,
sokuluvermek,Çabucak sokulmak,,sokulu'vermek
sokunmak,Başa çiçek vb. takmak,,
sokuşmak,Dar bir yere sokulmak | Usulcacık araya girmek,,
sokuşturabilmek,Sokuşturma ihtimali veya imkânı bulunmak,,
sokuşturmak,Dar bir yere zorla veya iterek sokmak | Belli etmeden kötü bir malı vermek | Bir sözü kırıcı olmak amacıyla söylemek,,
sokuşturuvermek,Çabucak sokuşturmak,,sokuşturu'vermek
sokuvermek,Ansızın veya çabucak sokmak,,soku'vermek
soldurmak,Solmasına sebep olmak,,
solgunlaşmak,Solgun duruma gelmek,,
sollamak,"Bir taşıt, önünden gitmekte olan taşıtın solundan geçmek",,
sollayabilmek,Sollama ihtimali veya imkânı bulunmak | Sollama becerisi bulunmak,,
solmak,"Rengini yitirmek, rengi uçmak | Tazeliğini, diriliğini veya parlaklığını yitirmek",,
soluklamak,Soluk duruma gelmek,,
soluklandırmak,Soluklanma işini yaptırmak,,
soluklanmak,Rahat bir biçimde soluk almak,,
soluklaşmak,"Gerçek rengini yitirmek, rengi solmak",,
solumak,"Nefes alıp vermek | Sık ve kesik soluk alıp vermek | Zorlanmak, gücünün hepsini harcamak",,
solunmak,"Soluk alıp vermek, teneffüs etmek",,
solutmak,Solumasına sebep olmak | Solumasına imkân vermek,,
soluyabilmek,Soluma ihtimali veya imkânı bulunmak | Solumaya gücü yetmek,,
somak,Hayvanlarda yüzün çıkıntılı ve az çok sivri olan ön bölümü | Taneleri alınmış mısır koçanı,,
somurmak,"Dudak, dil ve soluk yardımıyla bir şeyi içine çekmek; emmek, sorumak",,
somurtabilmek,Somurtma ihtimali veya imkânı bulunmak,,
somurtmak,"Küskünlüğünü, bir şeye sıkıldığını, keyifsizliğini anlatacak biçimde yüzünü buruşturmak; surat asmak",,
somurulmak,Somurma işi yapılmak veya somurma işine konu olmak,,
somutlamak,Somut duruma getirmek,,
somutlanmak,Somut duruma gelmek,,
somutlaşmak,Somut duruma gelmek,,
somutlaştırmak,Somut duruma getirmek,,
sondalamak,"Suyun derinliğini sonda ile ölçmek | Dip katmanların yapısını sonda kullanarak incelemek ve araştırmak | Su, maden, petrol vb. araştırmaları için toprağın derinliklerine sonda sokmak",,
sonlamak,"Bitirmek, sonuçlandırmak, sona erdirmek, noktalamak",,
sonlandırabilmek,Sonlandırma ihtimali veya imkânı bulunmak | Sonlandırma becerisi bulunmak,,
sonlandırılmak,Sonlandırma işi yapılmak,,
sonlandırmak,Sona erdirmek,,
sonlanmak,Sona ermek,,
sonsuzlaşmak,"Sonsuz duruma gelmek, sonu olmamak; bengileşmek, bitimsizleşmek, ebedîleşmek",,
sonsuzlaştırabilmek,Sonsuzlaştırabilme ihtimali veya imkânı bulunmak; ebedîleştirebilmek,,
sonsuzlaştırılmak,"Sonsuz duruma getirilmek; bitimsizleştirilmek, ebedîleştirilmek",,
sonsuzlaştırmak,"Sonsuzlaşma işini yaptırmak; bitimsizleştirmek, ebedîleştirmek",,
sonuçlandırabilmek,Sonuçlandırma ihtimali veya imkânı bulunmak; neticelendirebilmek | Sonuçlandırma becerisi bulunmak,,
sonuçlandırılmak,Sonuca ulaştırılmak; neticelendirilmek,,
sonuçlandırmak,"Sonuca ulaştırmak; bitirmek, sonuçlamak, neticelendirmek, intaç etmek",,
sonuçlanmak,"Sonuca ulaştırılmak, sonuca bağlanmak; neticelenmek, intaç edilmek",,
sorabilmek,Sorma ihtimali veya imkânı bulunmak,,
sordurabilmek,Sordurma ihtimali veya imkânı bulunmak,,
sordurmak,Sorma işini yaptırmak,,
sordurtabilmek,Sordurtma ihtimali veya imkânı bulunmak,,
sordurtmak,Sordurmasını sağlamak,,
sorguçlanmak,Sorguç biçimiyle şekillenmiş gibi görünmek,,
sorgulamak,Suç niteliğinde bulunan bir sorun üzerine ilgili bulunanlara sorular sormak,,
sorgulanabilmek,Sorgulanma ihtimali veya imkânı bulunmak,,
sorgulanmak,Sorgulama işine konu olmak veya sorgulama işi yapılmak,,
sorgulatabilmek,Sorgulatma ihtimali veya imkânı bulunmak,,
sorgulatmak,Sorgulama işini yaptırmak,,
sorgulayabilmek,Sorgulama ihtimali veya imkânı bulunmak | Sorgulamaya yetkili olmak [hukuk],,
sormak,"Birine soru yönelterek herhangi bir konuda bilgi istemek; sual etmek | Bir işin sorumluluğu kendisinde olmak, bir işten sorumlu bulunmak",,
sormak,Dudakları uzatıp soluğu kuvvetle çekerek emmek,,
sorulmak,Sorma işine konu olmak,,
sorumsuzlaşmak,Sorumsuzca davranmak,,
soruşmak,Birine sormak | Birbirini sormak,,
soruşmak,Çamaşır kurumaya başlamak,,
soruşturabilmek,Soruşturma ihtimali veya imkânı bulunmak,,
soruşturmak,Öğrenilmek istenilen şeyi birçok kişiye inceden inceye sormak,,
sorutmak,"Somurtmak, surat asmak | Ayakta durmak, dikilmek, beklemek",,
soruvermek,Ansızın sormak,,soru'vermek
sosyalleştirmek,Toplum kurallarına göre davranacak biçimde eğitmek,,
sotelemek,Eti yağda hafifçe kavurmak,,
sotelenmek,Soteleme işi yapılmak,,
soyabilmek,Soyma ihtimali veya imkânı bulunmak | Soymaya gücü yetmek,,
soydurmak,Soyma işini yaptırmak,,
soylulaşmak,Soylu duruma gelmek; asilleşmek,,
soylulaştırmak,Soylu duruma getirmek; asilleştirmek,,
soymak,"Bir şeyin üzerinden kabuk, deri, zar vb.ni çıkarmak | Birinin giysilerini çıkarmak | Birinin üstünde, yanında veya bir yerde bulunan şeyleri çalarak alıp götürmek; dızlamak",,
soysuzlaşmak,"Soyuna özgü nitelikleri kaybetmek; dejenereleşmek, tefessüh etmek, dejenere olmak",,
soysuzlaştırmak,Soysuz bir duruma getirmek,,
soyulmak,Soyma işine konu olmak,,
soyunabilmek,Soyunma ihtimali veya imkânı bulunmak | Soyunmaya gücü yetmek,,
soyundurmak,Soyunma işini yaptırmak,,
soyunmak,"Üstündeki giysilerin bir bölümünü veya tümünü çıkarmak | Mevlevilikte tarikata girmek | Kendini herhangi bir biçimde göstermeye, bir işi, bir mesleği yapmaya girişmek",,
soyunuvermek,Çabucak soyunmak,,soyunu'vermek
soyutlamak,"Bir şeye soyutlama işlemini uygulamak [felsefe] | Bir kimseyi, durumu, düşünce vb.ni içinde bulunduğu toplum, durum veya düşünceden ayrı tutmak",,
soyutlanmak,Soyut duruma getirilmek | Soyutlamak işine konu olmak,,
soyutlaşmak,Soyut duruma gelmek,,
soyutlaştırmak,Soyut duruma getirmek,,
soyutlayabilmek,Soyutlama ihtimali veya imkânı bulunmak,,
sökebilmek,Sökme ihtimali veya imkânı bulunmak | Sökmeyi becermek,,
sökmek,"Bir şeyi bulunduğu yerden kuvvet kullanarak veya gevşeterek çıkarmak, çekip ayırmak | Kurulmuş bir şeyi parçalarına ayırmak | Rüzgâr, sel, akarsu, bir şeyi yerinden çıkarmak, götürmek | Geçip gitmeye engel olan zorlukları atlatmak | Karışık bir yazıyı okumak | Örülmüş, dikilmiş şeyin, örgüsünü veya dikişini ayırmak | Balgam vb.nin çıkmasını, akmasını kolaylaştırmak | Ayırmak, uzaklaştırmak, vazgeçirmek | Okuyabilme becerisini kazanmak | Geçmek, etki yapmak | Gelmeye başlamak veya çıkagelmek",,
